X,Y,FID,Index_,DISTRICT,CountyNum,COUNTY,Name,Location,InMobileWe,PHONE_NMBR,FeatureTyp,AccessType,O_PUBLIC,FEE,PARKING,PUBTRANSP,RSTRCTNS,DSABLDACSS,RESTROOMS,VISTOR_CTR,DOG_FRIEND,EZ4STROLLE,LIFEGUARD,SHOWERS,FOOD,DRINKWTR,PCNC_AREA,FIREPITS,CAMPGROUND,NUM_REG_CP,NUM_PRM_CP,NUM_GRP_CP,RV_CMP,NUM_RV_STE,HOSTEL,NUM_HSL_BD,NUM_HTL_RM,BT_FACILIT,BT_FACIL_T,MRA_NM_SLP,MRA_NUM_MR,LIGHTHOUSE,LTHS_Y_CON,LTHS_HT,PIER,PIER_Y_CON,PIER_LNGTH,HSTRC_STR,SHPWRECKS,SNDY_BEACH,DUNES,RKY_SHORE,UPLAND_BCH,STRM_CRDOR,WETLAND,BLUFF,BAY_LGN_LK,URBN_WFRNT,OFFSHR_RFG,INLND_AREA,STRS_BEACH,PTH_BEACH,BOARDWLK,BLFTP_TRLS,BLFTP_PRK,TRAIL_OR_P,CCT_LINK,CCTdesigna,BIKE_PATH,EQUEST_TRL,WLDLFE_VWG,SWM_POOL,SWIMMING,DIVING,SNORKLNG,TIDEPOOL,PLAYGROUND,SPORT_FLDS,VOLLEYBALL,WNDSRF_KIT,KAYAKING,SURFING,FISHING,BOATING,BOAT_TOURS,MBCH_SHORE,MBCH_OPEN,A_LND_AC,A_LND_OPEN,SQ_MILES,MILES_TRLS,PermitNum,DATE_OPN,Date_Closd,Archived,ClosureCom,SWAG_CRnmb,O_CLT_AREA,LATITUDE,LONGITUDE,Photo_1,Photo_2,Photo_3,Photo_4,Bch_whlchr,DataUpdate
605268.488,4081002.8376,635,636,3_Central Coast,8,Santa Cruz,Palm Beach,"End of Beach Rd., south Santa Cruz County",Yes,831-763-7062,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,No, , , , ,No,Yes, , , ,No, , ,Yes,No,No, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,453, ,36.869104,-121.818935,https://www.coastal.ca.gov/access-photos/09_santa_cruz/09_santa_cruz_county_south/Palm_Bch_2010_06_11_5623.jpg, , , , ,
606522.3716,4079526.319,636,637,3_Central Coast,9,Santa Cruz,Pajaro River Bike Path,Runs from corner of Holohan Rd. and Hwy. 152 to mouth of river,Yes, ,Path/Trail/Drive,Natural Resource,Yes,No,No, , ,No,No, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No, , , , , , , , , , ,No,No, , , ,No, , ,Yes,No, , , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,36.855656,-121.805077, , , , , ,
606764.7729,4077387.7081,637,638,3_Central Coast,9,Monterey,Zmudowski State Beach,"End of Giberson Rd., 3 mi. N. of Moss Landing",Yes,831-649-2836,Physical Access,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,Yes,Yes,No, , , , ,No,Yes,Yes, , ,No, , ,No,Yes,Yes, , , , , , , , , , , ,Yes,No, , , ,177, , , , , , , , ,454, ,36.836354,-121.802659, , , , , ,
612074.2009,4077874.2008,638,639,3_Central Coast,9,Monterey,Kirby Park,"Elkhorn Rd., N.E. of Moss Landing",Yes,831-633-2461,Physical Access,Boat Access,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,No, , , ,No,No, , , , , , , , ,Yes,Boat Ramp, , , , , , , , ,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , ,Yes, ,Yes,Yes, , , , , , , , , , , , ,455, ,36.840124,-121.743056, , , , , ,
613273.596,4075299.986,639,640,3_Central Coast,9,Monterey,Elkhorn Slough National Estuarine Research Reserve,"1700 Elkhorn Rd., N. of Castroville",Yes,831-728-2822,Nature Preserve/Reserve,Natural Resource,Yes,Yes,Yes, , ,Yes,Yes,Yes, ,Yes,No,No,No,Yes,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , ,1700, , ,5, , , , , ,456, ,36.816781,-121.729991,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Elkhorn_Slough_2010_11_14_8498.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Elkhorn_Slough_Natl_Estuarine_Research_Reserve_SFS_2010_11_14_8558.jpg, , , ,
608595.0861,4074759.6786,640,641,3_Central Coast,9,Monterey,Moss Landing Wildlife Area,"N. of Elkhorn Slough, E. of Hwy. One, Moss Landing",Yes, ,Nature Preserve/Reserve,Natural Resource,Yes,No,Yes, ,MAY HAVE USE RESTRICTIONS FOR PLOVER AND BROWN PELICANS,No,No,No, , ,No,No, , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,457, ,36.81246,-121.782512, , , , , ,
608285.0709,4074660.9811,641,642,3_Central Coast,9,Monterey,Moss Landing Harbor - North,"W. of Hwy. One, N. of Elkhorn Slough entrance channel",Yes,831-633-2461,Waterfront Features,Boat Access,Yes,Yes,Yes, , ,Yes,Yes,No, ,Yes, , ,Yes, , , ,No, , , , , , , , ,Yes,"Marina, Boat Ramp",Yes, , , , , , , ,No, ,Yes,No,No,Yes,Yes,Yes,No,Yes,No, , ,No,No,No,No,No,Yes, , ,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes, , , , , , , , , , , , , , ,36.811606,-121.786001, , , , , ,
607825.4681,4074947.6337,642,643,3_Central Coast,9,Monterey,Moss Landing State Beach,"Jetty Rd. W. of Hwy. One, Moss Landing",Yes,831-649-2836,Physical Access,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,Yes,Yes,No,Yes,No, , ,No,Yes, , , ,No, , ,No,Yes,Yes, , , , , , , , , , ,Yes,Yes,No, , , ,55, , , , , , , , ,458, ,36.814242,-121.791112, , , , , ,
608163.081,4073713.7673,643,644,3_Central Coast,9,Monterey,Boardwalk to Beach (Sandholdt Rd.),"7544 Sandholdt Rd., Moss Landing",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,No,No, , ,No, , , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,No,No, , , ,No,No,Yes, , ,No, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,459, ,36.803083,-121.787503, , , , , ,
608183.8774,4073839.8534,644,645,3_Central Coast,9,Monterey,Path to Beach (Sandholdt Rd.),"N. of 7700 Sandholdt Rd., Moss Landing",Yes, ,Physical Access,Beach Access,Yes,No,No, , ,No,No,No, , ,No, , , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,No,No, , , ,No,Yes,No, , ,No, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , ,yes - Phil's, , , , ,460, ,36.804217,-121.787252, , , , , ,
608322.8569,4073476.9095,645,646,3_Central Coast,9,Monterey,Moss Landing Harbor,"Sandholdt Rd., W. of Hwy. One, Moss Landing",Yes,831-633-2461,Waterfront Features,Boat Access,Yes,Yes,Yes, , ,Yes,Yes,No, ,Yes,No,Yes,Yes,Yes,Yes,No,Yes, , , ,Yes,46, , , ,Yes,"Marina, Boat Ramp",Yes, , , , ,Yes, , ,No, ,No,No,No,No,Yes,Yes,No,Yes,Yes, , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , ,Yes, , , ,Yes, ,Yes,Yes,Yes, , , , , , , , , , , ,461,Yes,36.80093,-121.785746,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Moss_Landing_Harbor_2013_11_25_1232.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Moss_Landing_Harbor_SFS_2010_05_26_5176.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Moss_Landing_Harbor_SFS_2010_05_26_5185.jpg, , ,
608246.1262,4072752.069,646,647,3_Central Coast,9,Monterey,Moss Landing Marine Laboratory,"8272 Moss Landing Rd., Moss Landing",Yes,831-771-4400,Facility,Historic/Cultural Site,Yes,No,Yes, , ,Yes,Yes,No, , , , ,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No,Yes,Yes, ,No, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , , ,Yes,36.794406,-121.786709, , , , , ,
608005.5366,4073267.6208,647,648,3_Central Coast,9,Monterey,Salinas River State Beach (Sandholdt Road),"Off Sandholdt Rd., S.W. of Moss Landing Harbor",Yes,831-649-2836,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,No, ,No,No,No, ,No,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No, ,No, ,No, ,No, , ,No,Yes,No,No, ,No, , ,No,Yes,Yes,No,No,No,No,No,No,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , ,36.79908,-121.789332, , , , , ,
607780.0696,4072362.0467,648,649,3_Central Coast,9,Monterey,Salinas River State Beach (Potrero Road),"W. end of Potrero Rd., off Hwy. One, Moss Landing",Yes,831-649-2836,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,No,Yes,No,No,No, ,No,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No, ,No, ,No, ,No, , ,No,Yes,No,No, ,No, , ,No,Yes,Yes,No,no,No,No,No,No,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , ,36.790944,-121.791987, , , , , ,
607283.3134,4070633.4535,649,650,3_Central Coast,9,Monterey,Salinas River State Beach (Monterey Dunes Way),"W. of Hwy. One, Moss Landing",Yes,831-649-2836,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,No,Yes,No,No, ,No,No, , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,Yes,No,No,Yes,No, , ,No,Yes, , , ,Yes, , ,No,Yes,Yes, , , , , , , , , , ,Yes,Yes,No, ,2,2,246,246, , , , , , , ,462, ,36.775421,-121.797797,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Salinas_River_State_Beach_2013_11_24_1193.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/02_northern_monterey_county/Salinas_River_State_Beach_2013_11_24_1203.jpg, , , ,
606783.5951,4066773.4601,650,651,3_Central Coast,9,Monterey,Salinas River National Wildlife Refuge,"N.W. of Hwy. One, 3 mi. S. of Castroville",Yes,510-792-0222,Nature Preserve/Reserve/Refuge,Beach Access,Yes,No,Yes, ,dogs and horses prohibited,No,No,No, , ,No, , ,No,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No, , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , ,367,367, ,1, , , , , ,463, ,36.740688,-121.803936, , , , , ,
606957.3,4062663.404,651,652,3_Central Coast,9,Monterey,Marina Dunes Open Space Preserve,"N. end of Dunes Dr., Marina",Yes,831-372-3196,Nature Preserve/Reserve,Beach Access,Yes,No,Yes, , ,No,No,No,Yes, ,No, , , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,No, , , , ,No,Yes, , ,No,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , ,0.3, , , , , ,464, ,36.703625,-121.802566, , , , , ,
606917.1165,4062504.4626,652,653,3_Central Coast,9,Monterey,Marina Dunes R.V. Park,"3330 Dunes Dr., Marina",Yes,831-384-6914,Recreational Facility,Campground,Yes,Yes,Yes, , ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,60, , , , , , , , , , , , , ,No, ,No,Yes,No,Yes,No,No,No, , , , ,No,Yes, , , ,No, , ,No,No,No, , , , , ,Yes, , , , , ,Yes,No, , , , , , , , , , , , ,465, ,36.702197,-121.803038, , , , , ,
606488.4482,4062345.6852,653,654,3_Central Coast,9,Monterey,Sanctuary Beach Resort Accessway,"3295 Dunes Dr., Marina",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No, , , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,No, , , , ,No,Yes,No,No,No, , , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , ,yes, , , , ,466, ,36.700814,-121.807858, , , , ,No,
606369.0873,4062088.1141,654,655,3_Central Coast,9,Monterey,Marina State Beach (Reservation Road),"W. end of Reservation Rd., Marina",Yes,831-649-2836,Physical Access,Beach Access,Yes,No,Yes, ,"NO HORSES, DOGS OR FIRES",Yes,Yes,No, , ,No,No,No, ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,Yes, , , , ,Yes,Yes,Yes, , ,Yes, , ,No,No,No, , , , , , , , , , , ,Yes,No, , , ,170, , , , , , , , ,467, ,36.698506,-121.80923,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1114.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1141.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1144.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1146.jpg, ,
607040.6353,4061328.2514,655,656,3_Central Coast,9,Monterey,Locke Paddon Park,"Reservation Rd. and Seaside Circle, Marina",Yes, ,City/County Park,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No,No, ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,Yes,Yes,Yes,No, ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,36.691582,-121.80182, , , , , ,
606358.5828,4060379.5526,656,657,3_Central Coast,9,Monterey,Marina State Beach (Lake Drive),"W. end of Lake Dr., Marina",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,Yes,Yes,No, , , ,no, , , , ,No,Yes, ,No,No, , , ,No, ,No, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,36.683108,-121.809585, , , , , ,
603105.3467,4053469.9168,657,658,3_Central Coast,9,Monterey,Monterey Bay Sanctuary Scenic Trail (North),"Along Monterey Bay, from Santa Cruz to Pacific Grove",Yes, ,Path/Trail/Drive,Natural Resource,Yes,No,No, , ,No,No,No, , ,No,No, , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,No,Yes,No,No,No, , , , ,No,No, , , ,Yes,Yes, ,Yes,No,No, , , , , , , , , , , ,No,No, , , , , , ,29, , , , , , , ,36.621189,-121.846919,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/Monterey_Bay_Sanctuary_Scenic_Trail_2013_11_25_1080.jpg, , , , ,
605350.9407,4057774.9632,658,659,3_Central Coast,9,Monterey,Fort Ord Dunes State Beach,"Shoreline of Monterey Bay, Fort Ord",Yes, ,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , , , ,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,Yes, , , , ,No,Yes,No,No,No,Yes, , ,Yes,No,No, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,468, ,36.659745,-121.821219,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Fort_Ord_Dunes_SB_2010_05_26_5127.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Fort_Ord_Dunes_SB_2010_05_26_5130.jpg, , , ,
602685.099,4053148.2343,659,660,3_Central Coast,9,Monterey,Eolian Dunes Preserve,"W. ends of Tioga Ave. and Bay St., Sand City",Yes,831-372-3196,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,Yes, , , ,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,No, , , , ,No,Yes,No,No,No,Yes, , ,Yes,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,469, ,36.618335,-121.851661, , , , , ,
613213.4673,4053188.2585,660,661,3_Central Coast,9,Monterey,Fort Ord National Monument,"E. of Seaside, W. of Hwy. 68, Monterey County",Yes,831-394-8314,National/State/Regional Park/Beach/Rec Area,Natural Resource,Yes,No,Yes, , ,No,No,No,Yes, , , , , , , ,No, , , , , , , , , , , , , , , , , , , , ,No, , ,No, , , , , , ,Yes,No,No, , , ,Yes, , ,Yes,Yes,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,470, ,36.617503,-121.73394, , , , , ,
602286.8307,4052585.523,661,662,3_Central Coast,9,Monterey,Seaside Beach,"Sand Dunes Dr., W. of Hwy. One, Seaside",Yes,831-649-2836,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,No,No,No,No, , , , ,No,Yes,Yes,No,No,Yes, , ,Yes,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,471, ,36.613306,-121.856189,https://www.coastal.ca.gov/access-photos/10_monterey/04_seaside_to_monterey/Seaside_Beach_2013_11_25_1103.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/04_seaside_to_monterey/Seaside_Beach_2013_11_25_1104.jpg, , , ,
601977.5827,4052227.7,662,663,3_Central Coast,9,Monterey,Monterey State Beach (Houghton M. Roberts Beach),"Sand Dunes Dr., W. of Hwy. One, Seaside",Yes,831-649-2836,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No,No, ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,Yes,Yes, , , , ,No,No,No,No, ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , ,22, , , , , , , , ,472, ,36.610114,-121.859694, , , , , ,
601176.7059,4051716.9692,663,664,3_Central Coast,9,Monterey,Del Monte Beach,"N. of Del Monte Blvd., Monterey",Yes, ,City/County Park,Beach Access,Yes,No,Yes, , ,Yes,Yes,No,Yes,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,Yes, , , , ,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , ,11,11, , , , , , , ,473, ,36.605596,-121.868715,https://www.coastal.ca.gov/access-photos/10_monterey/04_seaside_to_monterey/Del_Monte_Beach_2013_11_25_1085.jpg, , , , ,
602091.6711,4051930.383,664,665,3_Central Coast,9,Monterey,Roberts Lake,"Roberts Ave. and Canyon Del Rey Blvd., Seaside",Yes,831-899-6825,Water Feature,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,474, ,36.607422,-121.858458, , , , , ,
602395.5041,4051482.2181,665,666,3_Central Coast,9,Monterey,Laguna Grande Park,"Off Del Monte Ave. along Canyon Del Rey Blvd., Seaside, and Virgin Ave., Monterey",Yes,831-899-6825,Water Feature,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , ,Yes, ,Yes, , , ,No,No, , , , , , , , , , , , ,475, ,36.60335,-121.855121, , , , , ,
601336.5493,4047070.9406,666,667,3_Central Coast,9,Monterey,Jacks Peak County Park,"Jacks Peak Dr., Monterey",Yes,888-588-2267,City/County Park,Natural Resource,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No, , , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, ,No,No,Yes, , ,No,Yes,Yes, , , , , , , , , , , ,No,No, , , , , , ,8, , , , , , , ,36.563703,-121.86754, , , , , ,
599638.727,4051143.0419,667,668,3_Central Coast,9,Monterey,Monterey Bay Sanctuary Scenic Trail (South),"Parallel to waterfront, Monterey",Yes, ,Path/Trail/Drive,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,No,No,No, , , , ,No,No, , , ,Yes,Yes, ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , , , , ,3, , , , , ,476, ,36.600585,-121.885983,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/Monterey_Bay_Sanctuary_Scenic_Trail_2013_11_25_1080.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/Monterey_Bay_Sanctuary_Scenic_Trail_South_SFS_2013_11_25_1069.jpg, , , ,
599692.6871,4050863.8599,668,669,3_Central Coast,9,Monterey,El Estero Park,"Del Monte Ave. and Camino El Estero, Monterey",Yes,831-646-3866,City/County Park,Boat Access,Yes,No,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No, , , , , , , , , , , , , , , ,Yes, , ,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , , ,Yes, , ,No,No,Yes, , , , , ,Yes,Yes, , , , ,Yes,Yes, , , , , , , , , , , , ,477, ,36.598063,-121.885416,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/El_Estero_Park_2013_11_25_1055.jpg, , , , ,
599451.0752,4051217.9763,669,670,3_Central Coast,9,Monterey,Monterey Beach,"Shoreline E. of Municipal Wharf No. 2, Monterey",Yes,831-646-3866,City/County Park,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No,Yes,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,No, , , , ,No,No, , , ,Yes,Yes, ,Yes,No,No, , , , , , , ,Yes, ,Yes, ,No,Yes, , , , , , , , , , , , ,478, ,36.60128,-121.888071,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/City_of_Monterey_SFS_2013_11_25_1045.jpg, , , , ,
599887.9623,4051180.6616,670,671,3_Central Coast,9,Monterey,Monterey State Beach (Window on the Bay),"Off Del Monte Ave., Monterey",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,No, , , , ,No,No, , , ,No, , ,No,No,No, , , , , , , ,Yes, , , ,Yes,Yes, , , ,19, , ,TRAILS, , , , , , , ,36.600898,-121.883192, , , , ,"831-649-2808; call ahead to use here or at other area beaches",
599298.3825,4051286.9946,671,672,3_Central Coast,9,Monterey,Municipal Wharf No. 2,"Foot of Figueroa St., Monterey",Yes,831-646-3950,Waterfront Features,PIER/WHARF,Yes,No,Yes,Yes, ,Yes,Yes,No, ,Yes,No,No,Yes,Yes,No,No,No, , , , , , , , ,Yes,3-ton Boat Hoist, , , , , ,Yes,1926, ,Yes, ,No,No,No,No,No,No,No,Yes,Yes, , ,Yes,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,479,Yes,36.601918,-121.889769, , , , , ,
599176.2857,4051340.5032,672,673,3_Central Coast,9,Monterey,Monterey Marina,"Between Fisherman's Wharf and Municipal Wharf No. 2, Monterey",Yes,831-646-3950,Waterfront Features,Boat Access,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No,No,Yes,Yes,Yes,No,No, , , , , , , , ,Yes,"Marina, Moorings, Boat Ramp",413,Yes, , , , , , ,No, ,No,No,No,No,No,No,No,Yes,Yes, , ,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,480, ,36.602413,-121.891127, , , , , ,
598980.4727,4051487.9125,673,674,3_Central Coast,9,Monterey,Fisherman's Wharf (Monterey),"Foot of Alvarado St., Monterey",Yes, ,Waterfront Features,PIER/WHARF,Yes,No,Yes,Yes, ,Yes,Yes,No, ,Yes,No,No,Yes,Yes,No,No,No, , , , , , , , , , , , , , , ,Yes,1870, ,Yes, ,No,No,No,No,No,No,No,Yes,Yes, , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,Yes,Yes, , , , , , , , , , , ,481,Yes,36.603762,-121.893297,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/Fishermans_Wharf_Monterey_2010_11_16_9077.jpg, , , , ,
598892.1087,4051183.4563,674,675,3_Central Coast,9,Monterey,City of Monterey,20 mi. S.W. of Salinas,Yes,888-221-1010,GP - Town/City,City/Town,Yes,No,Yes, , ,Yes,Yes,Yes, , , , ,Yes,Yes, , ,Yes, , , , , , , , , , , , , , , , , , ,Yes, ,Yes,Yes,Yes,Yes, , , , ,Yes, ,Yes, , , , , ,Yes, , ,Yes, ,Yes, , , , , , , , , , , ,Yes,Yes,Yes, , , , , , , , , , , , , ,36.601027,-121.894324, , , , , ,
598919.1129,4051339.8688,675,676,3_Central Coast,9,Monterey,Custom House Plaza,"Foot of Fisherman's Wharf, Monterey",Yes, ,Facility,Historic/Cultural Site,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,No, ,Yes,No,No,No, , , , , , , , , , , , , , , , , , ,Yes, ,No,No,No,Yes,No,No,No, , , , ,No,No, , , ,Yes, , ,Yes,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,482,Yes,36.602434,-121.894002,https://www.coastal.ca.gov/access-photos/10_monterey/05_monterey_central/Monterey_State_Historic_Park_Custom_House_2013_11_25_1044.jpg, , , , ,
598964.736,4051339.7285,676,677,3_Central Coast,9,Monterey,Museum of Monterey,"5 Custom House Plaza, Monterey",Yes,831-372-2608,Facility,Historic/Cultural Site,Yes,Yes,Yes, , ,Yes,Yes,Yes, ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,No, , , , , , ,Yes,No,No, , , ,No, , ,No, ,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,483,Yes,36.602428,-121.893492, , , , , ,
